molecule_chembl_id,parent_molecule_chembl_id,canonical_smiles,pref_name,pchembl_median,pchembl_n,pchembl_min,pchembl_max,standard_types,assay_types,bao_labels,evidence_level,assay_confidence_scores,assay_relationship_types,document_years,max_phase
CHEMBL2177649,CHEMBL2177649,Cc1ccc(C(=O)Nc2ccc(CN3CC[C@@H](N(C)C)C3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,7.85,1,7.85,7.85,IC50,B,assay format,other,9,D,2012,
CHEMBL2177650,CHEMBL2177650,Cc1ccc(C(=O)Nc2ccc(CN3CCCCC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,6.57,1,6.57,6.57,IC50,B,assay format,other,9,D,2012,
CHEMBL2178267,CHEMBL2178267,Cc1ccc(C(=O)Nc2ccc(CN3CCOCC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,7.48,1,7.48,7.48,IC50,B,assay format,other,9,D,2012,
CHEMBL2178268,CHEMBL2178268,Cc1ccc(C(=O)Nc2ccc(CN3CCCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,9.03,1,9.03,9.03,IC50,B,assay format,other,9,D,2012,
CHEMBL2178269,CHEMBL2178269,Cc1ccc(C(=O)Nc2ccc(CN3CCC(N4CCN(C)CC4)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,7.75,1,7.75,7.75,IC50,B,assay format,other,9,D,2012,
CHEMBL2178270,CHEMBL2178270,Cc1ccc(C(=O)Nc2ccc(CN3CCC(N(C)C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,7.94,1,7.94,7.94,IC50,B,assay format,other,9,D,2012,
CHEMBL2178271,CHEMBL2178271,Cc1ccc(C(=O)Nc2ccc(CN3C[C@H]4CN(C)C[C@H]4C3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,7.73,1,7.73,7.73,IC50,B,assay format,other,9,D,2012,
CHEMBL2178272,CHEMBL2178272,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(-n4cc(-c5cnc6[nH]ncc6c5)nn4)c3)cc(C(F)(F)F)c2)cn1,,7.9,1,7.9,7.9,IC50,B,assay format,other,9,D,2012,
CHEMBL2178273,CHEMBL2178273,Cc1ccc(C(=O)Nc2cc(-n3cncn3)cc(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,7.97,1,7.97,7.97,IC50,B,assay format,other,9,D,2012,
CHEMBL2178274,CHEMBL2178274,Cc1ncn(-c2cc(NC(=O)c3ccc(C)c(-n4cc(-c5cnc6[nH]ncc6c5)nn4)c3)cc(C(F)(F)F)c2)n1,,8.1,1,8.1,8.1,IC50,B,assay format,other,9,D,2012,
CHEMBL2178275,CHEMBL2178275,CN1CCN(Cc2ccc(NC(=O)c3cccc(-n4cc(-c5cnc6[nH]ncc6c5)nn4)c3)cc2C(F)(F)F)CC1,,7.41,1,7.41,7.41,IC50,B,assay format,other,9,D,2012,
CHEMBL2178276,CHEMBL2178276,CN1CCN(Cc2ccc(NC(=O)c3ccc(F)c(-n4cc(-c5cnc6[nH]ncc6c5)nn4)c3)cc2C(F)(F)F)CC1,,8.01,1,8.01,8.01,IC50,B,assay format,other,9,D,2012,
CHEMBL2178277,CHEMBL2178277,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(-n4cc(-c5cnc6[nH]ncc6c5)nn4)c3)cc2C(F)(F)F)CC1,,9.01,1,9.01,9.01,IC50,B,assay format,other,9,D,2012,
CHEMBL2178278,CHEMBL2178278,CN1CCN(Cc2ccc(NC(=O)c3ccc(Br)c(-n4cc(-c5cnc6[nH]ncc6c5)nn4)c3)cc2C(F)(F)F)CC1,,8.71,1,8.71,8.71,IC50,B,assay format,other,9,D,2012,
CHEMBL2178279,CHEMBL2178279,CCc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,7.42,1,7.42,7.42,IC50,B,assay format,other,9,D,2012,
CHEMBL2178280,CHEMBL2178280,CN1CCN(Cc2ccc(NC(=O)c3ccc(C4CC4)c(-n4cc(-c5cnc6[nH]ncc6c5)nn4)c3)cc2C(F)(F)F)CC1,,6.18,1,6.18,6.18,IC50,B,assay format,other,9,D,2012,
CHEMBL2178281,CHEMBL2178281,CC(C)c1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,6.89,1,6.89,6.89,IC50,B,assay format,other,9,D,2012,
CHEMBL2180604,CHEMBL2180604,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,TAK-593,6.04,1,6.04,6.04,Kd,B,subcellular format,other,9,D,2017,1
CHEMBL219260,CHEMBL219260,COc1cc(Nc2c(C#N)cnc3cc(-c4coc(CN5CCN(C)CC5)c4)ccc23)c(Cl)cc1Cl,,9.37,1,9.37,9.37,IC50,B,single protein format,single_protein,9,D,2006,
CHEMBL219557,CHEMBL219557,COc1cc(Nc2c(C#N)cnc3cc(-c4coc(CN5CCN(C)CC5)c4)c(OC)cc23)c(Cl)cc1Cl,,9.4,1,9.4,9.4,IC50,B,single protein format,single_protein,9,D,2006,
CHEMBL219964,CHEMBL219964,COc1cc(Nc2c(C#N)cnc3cc(-c4coc(CN(C)C)c4)c(OC)cc23)c(Cl)cc1Cl,,9.37,1,9.37,9.37,IC50,B,single protein format,single_protein,9,D,2006,
CHEMBL230011,CHEMBL230011,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,TG100-115,6.05,1,6.05,6.05,Kd,B,single protein format,single_protein,8,H,2011,2
CHEMBL230064,CHEMBL230064,Cc1ccc(NC(=O)c2ccc(N)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,,6.81,1,6.81,6.81,IC50,B,single protein format,single_protein,9,D,2007,
